Country,Sub-sector,Name of the Plant,,Location,Status ( Whether Operational or Not),Capacity ( in MW),Operator,Owner,Latitude,Longitude,Link
,Hydro,Kinguélé HPP,"Mbei R., Estuaire",Operational 1980,58,SEEG,SEEG,0.455,10.281,https://www.gem.wiki/Kinguele_hydroelectric_plant?utm_source=chatgpt.com,
,Hydro,Bongolo HPP,"Louetsi R., Ngounié",Operational 1992 – under rehabilitation,40,SEEG,SEEG,−2.23280,11.46317,https://constructionreviewonline.com/news/gabon-starts-rehabilitating-the-bongolo-hydroelectric-power-station/?utm_source=chatgpt.com,
,Hydro,Kinguélé Aval HPP,"Estuaire, Mbei R.",Civil works > 40 % – COD 2026,35,Asonha Énergie,Meridiam / FGIS / Eranove,0.305,10.18972,https://en.wikipedia.org/wiki/Kingu%C3%A9l%C3%A9_Aval_Hydroelectric_Power_Station?utm_source=chatgpt.com,
,Hydro,Ngoulmendjim HPP,"Komo R., Estuaire",Financial close stage,82,Komo Énergie,Eranove / FGIS,0.18028,10.14806,https://www.hs-alliance.org/published-assessments/ngoulmendjim?utm_source=chatgpt.com,
,Solar,Ayémé Solar Park (Phase I–II),"Ayémé, Estuaire",Permitting; two 60 MW phases,120,Solen (IPP),Solen,0.3161,9.67624,https://mapcarta.com/17149848,
,Solar,Oyem Solar Power Station,"Oyem, Woleu-Ntem",EPC contracts signed 2024,50,AMEA Power,AMEA Gabon Solar,1.59639,11.55111,https://en.wikipedia.org/wiki/List_of_power_stations_in_Gabon,
,Solar,Mouila Solar Plant,"Mouila, Ngounié",Govt approval 2021; PPA agreed,20,Desiba Energy,Desiba Energy,−1.86846,11.05594,https://taiyangnews.info/markets/20-mw-solar-project-cleared-for-gabon?utm_source=chatgpt.com,
,Wind,Cap Estérias Offshore/Coastal Wind (pilot),Estuaire coast,USTDA-funded feasibility (Apr 2025),TBD (first utility-scale wind),Min. Energy,Govt of Gabon,0.614,9.356,https://wattsupafrica.com/p/gabon-u-s-partner-on-wind-ambitions,
South Sudan,Solar,Juba (Gondokoro) Solar + 14 MWh BESS,"Gondokoro, Central Equatoria",Operational Feb 2025,20,Ezra Construction & Dev. Group,Ezra Group,4.8694 N,31.4897 E,https://www.energyplanets.org/ezra-group-powers-ahead-with-renewable-energy-in-south-sudan/,
,Hydro,Juba Mini-Hydro (run-of-river),"Juba, Central Equatori",Operational since 2006,5,South Sudan Electricity Corp. (SSEC),Government,4.86 N,31.58 E,https://en.wikipedia.org/wiki/List_of_power_stations_in_South_Sudan,
,Hydro,Yei Mini-Hydro,"Yei, Central Equatoria",Operational 2008,1.2,Yei Electricity Co-op (YECO),YECO,4.09 N,30.68 E,https://en.wikipedia.org/wiki/List_of_power_stations_in_South_Sudan,
,Hydro,Maridi Mini-Hydro,"Maridi, Western Equatoria",Operational 2011,0.9,Maridi Utilities,Local Gov’t,4.91 N,29.47 E,https://en.wikipedia.org/wiki/List_of_power_stations_in_South_Sudan,
,Hydro,Kapoeta Mini-Hydro,"Kapoeta, Eastern Equatoria",Operational 2011,0.9,Kapoeta Utilities,Local Gov’t,4.77 N,33.59 E,https://en.wikipedia.org/wiki/List_of_power_stations_in_South_Sudan,
,Solar,Nesitu Solar + 35 MWh BES,"Nesitu, Central Equatori",Commissioning 2025,29,Elsewedy Electric,Ministry of Energy & Dams,4.71 N,31.71 E,https://www.greenbuildingafrica.co.za/south-sudan-announces-20mw-35mwh-solarstorage-plant/?utm_source=chatgpt.com,
,Hydro,Fula-Nimule (Phase I),"Nimule, Eastern Equatoria",Feasibility; AfDB structuring 2025,42,Ministry of Energy & Dams,Gov’t,3.67 N,31.97 E,https://solarquarter.com/2025/02/10/ezra-group-launches-20-mw-solar-power-project-with-14-mwh-battery-storage-in-south-sudan/?utm_source=chatgpt.com,
,Hydro,Grand Fula (Phase II),"Nimule, Eastern Equatoria",Pre-construction; EPC bids invited 2024 – COD 2035,890,MoED / Private SPV,Gov’t + IPP,3.6729 N,31.9719 E,https://www.gem.wiki/Grand_Fula_hydroelectric_plant,
,,,,,,,,,,,
Senegal,Coal Power Station,Gallen Cement power station,"Gallen Village, Dakar, Senegal","Unknown, Senegal",cancelled,175,,Jindal Steel & Power Ltd [100%],14.500172,-14.439228,Jindal power station (Senegal)
,,Jindal power station (Senegal) - Unit 1,"Unknown, Senegal","Unknown, Senegal",cancelled,175,,Jindal Steel & Power Ltd [100%],14.500172,-14.439228,Jindal power station (Senegal)
,,Jindal power station (Senegal) - Unit 2,"Unknown, Senegal","Sendou, Bagny, Dakar, Senegal",cancelled,125,,Korea Electric Power Corp [100%],14.689064,-17.217628,Kepco Sendou power station
,,Kepco Sendou power station - Unit 1,"Sendou, Bagny, Dakar, Senegal","Sendou, Bagny, Dakar, Senegal",cancelled,125,,Korea Electric Power Corp [100%],14.689064,-17.217628,Kepco Sendou power station
,,Kepco Sendou power station - Unit 2,"Sendou, Bagny, Dakar, Senegal","Mboro, Thiès, Senegal",cancelled,250,,West Africa Energy SA [100%],14.766667,-16.9,Mboro power station
,,Mboro power station,"Mboro, Thiès, Senegal","Sendou, Bagny, Dakar, Senegal",operating,125,,Alteia Fund Management Ltd; Government of Senegal; National Electricity Company of Senegal,14.686988,-17.213926,Sendou power station
,,"Sendou power station - Unit 1, timepoint 1","Sendou, Bagny, Dakar, Senegal","Communauté rurale de Dindefelo, Département de Kédougou, Senegal",construction,128,,Organization for the Development of the Gambia River [100%],12.3664,-12.1901,Sambangalou hydroelectric plant
,Hydro Power Plant,Sambangalou hydroelectric plant,"Communauté rurale de Dindefelo, Département de Kédougou, Senegal","Dakar, Dakar, Senegal",operating,90,,National Electricity Company of Senegal [100%],14.690486,-17.434005,Bel-Air C6 power station
,Oil & Gas Power Station,Bel-Air C6 power station,"Dakar, Dakar, Senegal","Rufisque, Dakar, Senegal",operating,86,,ContourGlobal PLC [100%],14.718988,-17.297044,Cap des Biches (engine) power station
,,Cap des Biches (engine) power station,"Rufisque, Dakar, Senegal","Rufisque, Dakar, Senegal",construction,300,,West Africa Energy SA [100%],14.722293,-17.300905,Cap des Biches power station
,,Cap des Biches power station,"Rufisque, Dakar, Senegal","Dakar, Dakar, Senegal",operating,235,,Karpowership [100%],14.689333,-17.432331,Karpowership (Senegal) Aysegul Sultan power station
,,Karpowership (Senegal) Aysegul Sultan power station,"Dakar, Dakar, Senegal","Dakar, Senegal",operating,68,,,14.743768,-17.26635,Kounoune power station
,,Kounoune power station,"Dakar, Senegal","Kirène, Senegal",operating,35,,Les Ciment du Sahel SA,14.16427,-14.645775,Kyrene Cement power station
,,Kyrene Cement power station,"Kirène, Senegal","Mbour, Thiès, Senegal",operating,120,,MP Energy Co Ltd [55%]; Africa50 SA [30%]; National Electricity Company of Senegal [15%],14.472403,-16.950748,Malicounda power station
,,Malicounda power station,"Mbour, Thiès, Senegal","Sabodala, Senegal",operating,36,,Endeavour Mining PLC,13.18988,-12.114411,Sadobala-Massawa Gold Mine power plant
,,Sadobala-Massawa Gold Mine power plant - Unit 1,"Sabodala, Senegal","Sabodala, Senegal",operating,18,,Endeavour Mining PLC,13.18988,-12.114411,Sadobala-Massawa Gold Mine power plant
,,Sadobala-Massawa Gold Mine power plant - Unit 2,"Sabodala, Senegal","Sendou, Bagny, Dakar, Senegal",announced,125,,Alteia Fund Management Ltd; Government of Senegal; National Electricity Company of Senegal,14.686988,-17.213926,Sendou power station
,,"Sendou power station - Unit 1, timepoint 2","Sendou, Bagny, Dakar, Senegal","Taiba Ndiaye, Thiès, Senegal",operating,115,,Tobene Power SA [100%],15.007438,-16.861741,Tobène power station
,,Tobène power station,"Taiba Ndiaye, Thiès, Senegal","Communauté rurale de Bokhol, Département de Dagana, Senegal",operating,20,,GreenWish Group; Denham Capital Management LP,16.5172,-15.4692,Bokhol solar farm
,Solar Power Plant,Bokhol solar farm,"Communauté rurale de Bokhol, Département de Dagana, Senegal","Dakar Region, Senegal",operating,1.5,,,14.7436,-17.1942,Dakar Region solar project I
,,Dakar Region solar project I,"Dakar Region, Senegal","Dakar Region, Senegal",operating,6.5,,,14.686,-17.1971,Dakar Region solar project II
,,Dakar Region solar project II,"Dakar Region, Senegal","M'bour, Senegal",operating,23,,National Electricity Company of Senegal,14.652,-17.103,Diass solar farm
,,Diass solar farm,"M'bour, Senegal","Kahone, Senegal",operating,35,,ENGIE SA ; Fonds Souverain d'Investissements Stratégiques (FONSIS) ; Meridiam,14.169,-16.025,Kahone Solaire Sa solar farm
,,Kahone Solaire Sa solar farm,"Kahone, Senegal","Communauté rurale de Dya, Département de Kaolack, Senegal",operating,25,Energy Resources Senegal (ERS),Energy Resources Senegal (ERS),14.178,-16.027,Kahone solar farm
,,Kahone solar farm,"Communauté rurale de Dya, Département de Kaolack, Senegal","Touba, Senegal",operating,35,,ENGIE SA ; Fonds Souverain d'Investissements Stratégiques (FONSIS) ; Meridiam,14.7118,-15.905,Kaél solar farm
,,Kaél solar farm,"Touba, Senegal","Communauté rurale de Malicounda, Senegal",operating,22,,Solaria Group; National Electricity Company of Senegal,14.4736,-16.9354,Malicounda solar farm
,,Malicounda solar farm,"Communauté rurale de Malicounda, Senegal","Keur Momar Sarr, Senegal",pre-construction,10,,TotalEnergies SE; Sen'Eau,15.9243,-15.9708,Mékhé and Keur Momar Sarr solar farms
,,Mékhé and Keur Momar Sarr solar farms - Keur Momar Sarr,"Keur Momar Sarr, Senegal","Mékhé, Senegal",pre-construction,10,,TotalEnergies SE; Sen'Eau,15.1182,-16.6415,Mékhé and Keur Momar Sarr solar farms
,,Mékhé and Keur Momar Sarr solar farms - Mékhé,"Mékhé, Senegal","Niakhar, Senegal",pre-construction,30,Energy Resources Senegal (ERS); Climate Fund Managers (CFM),Climate Fund Managers (CFM); Energy Resources Senegal (ERS),14.4809,-16.3972,Niakhar solar farm
,,Niakhar solar farm,"Niakhar, Senegal","Rufisque, Dakar Region, Senegal",operating,8.9,,,14.7279,-17.2422,Rufisque solar project
,,Rufisque solar project,"Rufisque, Dakar Region, Senegal","Sabodala, Senegal",construction,37,,Endeavour Mining PLC,13.1902,-12.1146,Sabodala-Massawa Mine solar farm
,,Sabodala-Massawa Mine solar farm,"Sabodala, Senegal","Sakal, Senegal",operating,20,,InnoVent Group,15.5983,-16.131,Sakal solar farm
,,Sakal solar farm,"Sakal, Senegal","Santhiou Mékhé, Senegal",operating,30,,Schneider Electric; Meridiam; Solairedirect,15.1326,-16.6761,Santhiou Mékhé solar farm
,,Santhiou Mékhé solar farm,"Santhiou Mékhé, Senegal","Département de Dagana, Senegal",operating,3.4,,,16.1743,-15.7894,Senegal solar project
,,Senegal solar project,"Département de Dagana, Senegal","Merina Dakhar, Senegal",operating,30,Eiffage; Solairedirect,Solairedirect,15.1301,-16.676,Ten Merina solar farm
,,Ten Merina solar farm,"Merina Dakhar, Senegal","Keur Pate, Louga, Senegal",operating,50,,EleQtra,15.8371,-16.3399,Léona wind farm
,Wind Power Plant,Léona wind farm,"Keur Pate, Louga, Senegal","Gantour, Saint-Louis, Senegal",cancelled,15,,,15.8894,-16.4249,Saint Louis - Gantour wind farm
,,Saint Louis - Gantour wind farm,"Gantour, Saint-Louis, Senegal","Ndiop, Saint-Louis, Senegal",cancelled,35,,,15.9521,-16.3408,Saint Louis - Mboye wind farm
,,Saint Louis - Mboye wind farm,"Ndiop, Saint-Louis, Senegal","Communauté rurale de Taïba Ndiaye, Département de Tivaouane, Senegal",operating,55,,Lekela Power,15.0101,-16.8594,Taiba N’Diaye wind farm
,,Taiba N’Diaye wind farm - Unit 1,"Communauté rurale de Taïba Ndiaye, Département de Tivaouane, Senegal","Communauté rurale de Taïba Ndiaye, Département de Tivaouane, Senegal",operating,55,,Lekela Power,15.0101,-16.8594,Taiba N’Diaye wind farm
,,Taiba N’Diaye wind farm - Unit 2,"Communauté rurale de Taïba Ndiaye, Département de Tivaouane, Senegal","Communauté rurale de Taïba Ndiaye, Département de Tivaouane, Senegal",operating,48,,Lekela Power,15.0101,-16.8594,Taiba N’Diaye wind farm
,,Taiba N’Diaye wind farm - Unit 3,"Communauté rurale de Taïba Ndiaye, Département de Tivaouane, Senegal","Communauté rurale de Taïba Ndiaye, Département de Tivaouane, Senegal",pre-construction,100,,Lekela Power,15.0101,-16.8594,Taiba N’Diaye wind farm
,,Taiba N’Diaye wind farm - Unit 4,"Communauté rurale de Taïba Ndiaye, Département de Tivaouane, Senegal",,,,,,,,
,,,,,,,,,,,
,,,,"Warak, Warak, Adamaoua, Cameroon",pre-construction,75,,,7.497,13.8801,Bini à Warak hydroelectric plant
Cameroon,Hydro Power Plant,Bini à Warak hydroelectric plant,"Warak, Warak, Adamaoua, Cameroon","Moloundou, Moloundou, Boumba-et-Ngoko, East Province, Cameroon",shelved,600,,,1.9508,15.6013,Chollet hydroelectric plant
,,Chollet hydroelectric plant,"Moloundou, Moloundou, Boumba-et-Ngoko, East Province, Cameroon","Édéa II, Sanaga-Maritime, Littoral, Cameroon",operating,276,,unknown [39%]; Eneo employees [5%]; Actis Group [51%]; Republic of Cameroon [5%],3.8127,10.1278,Edea hydroelectric plant
,,Edea hydroelectric plant,"Édéa II, Sanaga-Maritime, Littoral, Cameroon","Sanaga-Maritime, Littoral, Cameroon",pre-construction,1800,,,4.0728,10.6301,Grand Eweng hydroelectric plant
,,Grand Eweng hydroelectric plant,"Sanaga-Maritime, Littoral, Cameroon","Bamenda, Bamenda, Menchum, Northwest, Cameroon",pre-construction,283,,,6.8257,9.9525,Kpep hydroelectric plant
,,Kpep hydroelectric plant,"Bamenda, Bamenda, Menchum, Northwest, Cameroon","Lagdo, Nord, Cameroon",operating,72,,Government of Cameroon; ENEO Cameroon SA,9.0607,13.6871,Lagdo hydroelectric plant
,,Lagdo hydroelectric plant,"Lagdo, Nord, Cameroon","Vallée-du-Ntem, South, Cameroon",operating,211,,Government of Cameroon,2.3959,10.3993,Memve'ele hydroelectric plant
,,Memve'ele hydroelectric plant,"Vallée-du-Ntem, South, Cameroon","Nord-Ouest, Cameroon",pre-construction,72,,Cameroon Ministry of Water Resources and Energy,6.2753,10.043,Menchum hydroelectric plant
,,Menchum hydroelectric plant,"Nord-Ouest, Cameroon","Lekié, Centre, Cameroon",operating,420,,Africa50 Infrastructure Fund [15%]; Stoa Infra & Energy [10%]; International Finance Corp [20%]; EDF Energy Ltd [40%]; Republic of Cameroon [15%],4.3541,11.6152,Nachtigal hydroelectric plant
,,Nachtigal hydroelectric plant,"Lekié, Centre, Cameroon","Ngoila, Ngoila, Haut-Nyong, East Province, Cameroon",shelved,84,,,2.6318,14.0301,Ngoila hydroelectric plant
,,Ngoila hydroelectric plant,"Ngoila, Ngoila, Haut-Nyong, East Province, Cameroon","Sanaga-Maritime, Littoral, Cameroon",operating,396,,Eneo employees [5%]; State of Cameroon [5%]; Actis Group [51%]; unknown [39%],4.0787,10.4639,Song Loulou hydroelectric plant
,,Song Loulou hydroelectric plant,"Sanaga-Maritime, Littoral, Cameroon","Song Mbong, Song Mbong, Centre, Cameroon",cancelled,180,,,3.8623,10.7395,Song Mbong hydroelectric plant
,,Song Mbong hydroelectric plant,"Song Mbong, Song Mbong, Centre, Cameroon","Yaoundé, Cameroon",operating,60,,ENEO Cameroon SA [100%],3.798884,11.505469,Ahala power station
,Oil & Gas Power Station,Ahala power station - IC,"Yaoundé, Cameroon","Douala, Cameroon",operating,88,,Globeleq Generation Ltd,3.967229,9.817752,Dibabmba power station
,,Dibabmba power station - Unit 1,"Douala, Cameroon","Kribi, Cameroon",operating,216,,Globeleq Generation Ltd,3.033904,9.974822,Kribi power station
,,Kribi power station - Unit 1,"Kribi, Cameroon","Limbé, Southwest, Cameroon",announced,85,,Ministry of Water and Energy (Cameroon) [100%],4.008072,9.123855,Limbé power station
,,Limbé power station - Unit 2,"Limbé, Southwest, Cameroon","Limbé, Southwest, Cameroon",pre-construction,265,,Ministry of Water and Energy (Cameroon) [100%],4.008072,9.123855,Limbé power station
,,Limbé power station - CC1,"Limbé, Southwest, Cameroon","North, Cameroon",cancelled,50,Sturdee Energy Southern Africa; GSC Energy,InfraCo Africa,9.3198,13.3909,Elan solar farm
,Solar Power Plant,Elan solar farm - Unit 1,"North, Cameroon","Garoua, Bénoué Department, North, Cameroon",operating,30,,EB Solaire,9.3271,13.3621,Garoua solar farm
,,Garoua solar farm,"Garoua, Bénoué Department, North, Cameroon","Guider, Cameroon",pre-construction,28.6,,Scatec ASA,9.9296,13.9445,Guider solar farm
,,Guider solar farm - extension,"Guider, Cameroon",Cameroon,announced,1000,,Abu Dhabi Future Energy Co; Infinity,4.9355,12.7738,Infinity Power (Cameroon) solar farms
,,Infinity Power (Cameroon) solar farms - solar phases,Cameroon,"Lagdo, Bénoué Department, North, Cameroon",shelved,20,Sinohydro (中国水利水电建设股份有限公司),Sinohydro Corp Ltd,8.7713,13.7804,Lagdo solar farm
,,Lagdo solar farm,"Lagdo, Bénoué Department, North, Cameroon","Maroua, Cameroon",pre-construction,28.6,,Scatec ASA,10.5998,14.3264,Maroua solar farm
,,Maroua solar farm - Extension,"Maroua, Cameroon","Ngaoundere, Cameroon",announced,20,,GDS Orion Solar,7.3264,13.5821,Ngaoundéré solar farm
,,Ngaoundéré solar farm,"Ngaoundere, Cameroon","Mbalmayo, Nyong-et-So'o Department, Centre, Cameroon",cancelled,72,JCM Greenquest,JCM Greenquest Corp,4.6863,11.9415,South Grid solar farm
,,South Grid solar farm,"Mbalmayo, Nyong-et-So'o Department, Centre, Cameroon","Douala II, Wouri, Littoral, Cameroon",operating,1.1,,,4.016,9.7154,Douala Ii Wouri solar project
,,Douala Ii Wouri solar project,"Douala II, Wouri, Littoral, Cameroon","Guider, Cameroon",operating,15,,Scatec ASA,9.9296,13.9445,Guider solar farm
,,Guider solar farm - Unit 1,"Guider, Cameroon","Maroua, Cameroon",operating,15,,Scatec ASA,10.5998,14.3264,Maroua solar farm
,,Maroua solar farm - Unit 1,"Maroua, Cameroon",Cameroon,announced,40,,,5.6542,10.09,Bamboutos Mountains wind farm
,Wind Power Plant,Bamboutos Mountains wind farm,Cameroon,Cameroon,operating,100,,,4.8918,12.3598,Cameroon wind farm
,,Cameroon wind farm,Cameroon,Cameroon,announced,1000,,Abu Dhabi Future Energy Co; Infinity,5.045,12.4442,Infinity Power (Cameroon) wind farms
,,Infinity Power (Cameroon) wind farms,Cameroon,,,,,,,,
,,,,,,,,,,,
,,,,"Jerada, Jerada, Oriental, Morocco",retired,55,,Office National de l'Electricité et de l'Eau Potable (Morocco) [100%],34.3095035,-2.1904519,Jerada power station
Morocco,Coal Power Station,Jerada power station - Unit 1 ,"Jerada, Jerada, Oriental, Morocco","Jerada, Jerada, Oriental, Morocco",retired,55,,Office National de l'Electricité et de l'Eau Potable (Morocco) [100%],34.3095035,-2.1904519,Jerada power station
,,Jerada power station - Unit 2,"Jerada, Jerada, Oriental, Morocco","Jerada, Jerada, Oriental, Morocco",retired,55,,Office National de l'Electricité et de l'Eau Potable (Morocco) [100%],34.3095035,-2.1904519,Jerada power station
,,Jerada power station - Unit 3,"Jerada, Jerada, Oriental, Morocco","Jerada, Jerada, Oriental, Morocco",operating,350,,Office National de l'Electricité et de l'Eau Potable (Morocco); SEPCOIII Electric Power Construction Co Ltd,34.3095035,-2.1904519,Jerada power station
,,Jerada power station - Unit 4,"Jerada, Jerada, Oriental, Morocco","Jerada, Jerada, Oriental, Morocco",cancelled,350,,Office National de l'Electricité et de l'Eau Potable (Morocco) [100%],34.3095035,-2.1904519,Jerada power station
,,Jerada power station - Unit 5,"Jerada, Jerada, Oriental, Morocco","El Jorf Lasfar, El Jadida, Doukkala-Abda, Morocco",operating,330,,TAQA Morocco SA [100%],33.1047305,-8.6376352,Jorf Lasfar power station
,,Jorf Lasfar power station - Unit 1,"El Jorf Lasfar, El Jadida, Doukkala-Abda, Morocco","El Jorf Lasfar, El Jadida, Doukkala-Abda, Morocco",operating,330,,TAQA Morocco SA [100%],33.1047305,-8.6376352,Jorf Lasfar power station
,,Jorf Lasfar power station - Unit 2,"El Jorf Lasfar, El Jadida, Doukkala-Abda, Morocco","El Jorf Lasfar, El Jadida, Doukkala-Abda, Morocco",operating,348,,TAQA Morocco SA [100%],33.1047305,-8.6376352,Jorf Lasfar power station
,,Jorf Lasfar power station - Unit 3,"El Jorf Lasfar, El Jadida, Doukkala-Abda, Morocco","El Jorf Lasfar, El Jadida, Doukkala-Abda, Morocco",operating,348,,TAQA Morocco SA [100%],33.1047305,-8.6376352,Jorf Lasfar power station
,,Jorf Lasfar power station - Unit 4,"El Jorf Lasfar, El Jadida, Doukkala-Abda, Morocco","El Jorf Lasfar, El Jadida, Doukkala-Abda, Morocco",operating,350,,TAQA Morocco SA [100%],33.1047305,-8.6376352,Jorf Lasfar power station
,,Jorf Lasfar power station - Unit 5,"El Jorf Lasfar, El Jadida, Doukkala-Abda, Morocco","El Jorf Lasfar, El Jadida, Doukkala-Abda, Morocco",operating,350,,TAQA Morocco SA [100%],33.1047305,-8.6376352,Jorf Lasfar power station
,,Jorf Lasfar power station - Unit 6,"El Jorf Lasfar, El Jadida, Doukkala-Abda, Morocco","Mohammedia, Mohammedia, Grand Casablanca, Morocco",operating,150,,Office National de l'Electricité et de l'Eau Potable (Morocco) [100%],33.681854,-7.434761,Mohammedia power station
,,Mohammedia power station - Unit 3,"Mohammedia, Mohammedia, Grand Casablanca, Morocco","Mohammedia, Mohammedia, Grand Casablanca, Morocco",operating,150,,Office National de l'Electricité et de l'Eau Potable (Morocco) [100%],33.681854,-7.434761,Mohammedia power station
,,Mohammedia power station - Unit 4,"Mohammedia, Mohammedia, Grand Casablanca, Morocco","Nador, Nador, Morocco",cancelled,660,,Office National de l'Electricité et de l'Eau Potable (Morocco) [100%],35.166667,-2.933333,Nador power station
,,Nador power station - Unit 1,"Nador, Nador, Morocco","Nador, Nador, Morocco",cancelled,660,,Office National de l'Electricité et de l'Eau Potable (Morocco) [100%],35.166667,-2.933333,Nador power station
,,Nador power station - Unit 2,"Nador, Nador, Morocco","Cap Ghir Safi, Souss-Massa, Morocco",operating,693,,Safi Energy Company SA [100%],32.149115,-9.282294,Safi power station
,,Safi power station - Unit 1,"Cap Ghir Safi, Souss-Massa, Morocco","Cap Ghir Safi, Souss-Massa, Morocco",operating,693,,Safi Energy Company SA [100%],32.149115,-9.282294,Safi power station
,,Safi power station - Unit 2,"Cap Ghir Safi, Souss-Massa, Morocco","Agadir, Taroudant, Souss-Massa Region, Morocco",construction,335,Office National de L'Electricite de L'Eau Potable (المكتب الوطنى للكهرباء والماء الصالح للشرب),Office National de L'Electricite de L'Eau Potable [100%],30.4751,-8.8052,Abdelmoumen hydroelectric plant
,Hydro Power Plant,Abdelmoumen hydroelectric plant,"Agadir, Taroudant, Souss-Massa Region, Morocco","cercle d'Afourar, Azilal Province, Morocco",operating,466,Office National de L'Electricite de L'Eau Potable (المكتب الوطنى للكهرباء والماء الصالح للشرب),Office National de L'Electricite de L'Eau Potable [100%],32.2077,-6.5317,Afourer hydroelectric plant
,,Afourer hydroelectric plant,"cercle d'Afourar, Azilal Province, Morocco","Ait Oum El Bekht, cercle de El Ksiba, Ait Mellal Province, Morocco",operating,92,	Office National de L'Electricite de L'Eau Potable [100%] (المكتب الوطنى للكهرباء والماء الصالح للشرب),Office National de L'Electricite de L'Eau Potable [100%],32.6933,-5.8885,Ahmed El Hansali hydroelectric plant
,,Ahmed El Hansali hydroelectric plant,"Ait Oum El Bekht, cercle de El Ksiba, Ait Mellal Province, Morocco","Ait Ouaarda, cercle d'Afourar, Azilal Province, Morocco",operating,94,	Office National de L'Electricite de L'Eau Potable [100%] (المكتب الوطنى للكهرباء والماء الصالح للشرب),Office National de L'Electricite de L'Eau Potable [100%],32.1089,-6.5095,Ait Ouarda hydroelectric plant
,,Ait Ouarda hydroelectric plant,"Ait Ouaarda, cercle d'Afourar, Azilal Province, Morocco","cercle de El Borouj, Settat Province, Morocco",operating,128,	Office National de L'Electricite de L'Eau Potable [100%] (المكتب الوطنى للكهرباء والماء الصالح للشرب),Office National de L'Electricite de L'Eau Potable [100%],32.4764,-7.6377,Al Massira hydroelectric plant
,,Al Massira hydroelectric plant,"cercle de El Borouj, Settat Province, Morocco","Cercle de Ouazzane دائرة وزان, Ouezzane Province, Morocco",operating,240,	Office National de L'Electricite de L'Eau Potable [100%] (المكتب الوطنى للكهرباء والماء الصالح للشرب),Office National de L'Electricite de L'Eau Potable [100%],34.5978,-5.201,Al Wahda hydroelectric plant
,,Al Wahda hydroelectric plant,"Cercle de Ouazzane دائرة وزان, Ouezzane Province, Morocco","Bir Tam Tam, cercle de El Menzel, Sefrou Province, Morocco",operating,240,	Office National de L'Electricite de L'Eau Potable [100%] (المكتب الوطنى للكهرباء والماء الصالح للشرب),Office National de L'Electricite de L'Eau Potable [100%],33.9318,-4.6768,Allal Al Fassi hydroelectric plant
,,Allal Al Fassi hydroelectric plant,"Bir Tam Tam, cercle de El Menzel, Sefrou Province, Morocco","Bin El Ouidane, cercle d'Ouaouizeght, Azilal Province, Morocco",operating,135,	Office National de L'Electricite de L'Eau Potable [100%] (المكتب الوطنى للكهرباء والماء الصالح للشرب),Office National de L'Electricite de L'Eau Potable [100%],32.1069,-6.4641,Bin El Ouidane hydroelectric plant
,,Bin El Ouidane hydroelectric plant,"Bin El Ouidane, cercle d'Ouaouizeght, Azilal Province, Morocco","El Menzel, Fès-Meknès, Sefrou, Morocco",announced,300,	Office National de L'Electricite de L'Eau Potable [100%] (المكتب الوطنى للكهرباء والماء الصالح للشرب),Office National de L'Electricite de L'Eau Potable [100%],33.8421,-4.5486,El Menzel II hydroelectric plant
,,El Menzel II hydroelectric plant,"El Menzel, Fès-Meknès, Sefrou, Morocco","Sour El Aaz, cercle de El Attaouia, Kelaat Sraghna Province, Morocco",operating,67,	Office National de L'Electricite de L'Eau Potable [100%] (المكتب الوطنى للكهرباء والماء الصالح للشرب),Office National de l'Electricite et de l'Eau Potable,31.846,-7.0783,Hassan I hydroelectric plant
,,Hassan I hydroelectric plant,"Sour El Aaz, cercle de El Attaouia, Kelaat Sraghna Province, Morocco","Chefchaouen, Tetouan, Morocco",announced,300,	Office National de L'Electricite de L'Eau Potable [100%] (المكتب الوطنى للكهرباء والماء الصالح للشرب),Office National de L'Electricite de L'Eau Potable [100%],35.2969,-5.2288,Ifahsa hydroelectric plant
,,Ifahsa hydroelectric plant,"Chefchaouen, Tetouan, Morocco","Khenifra, Oum Er-Rbia River Basin, Béni Mellal, Khénifra, Morocco",announced,62,	Office National de L'Electricite de L'Eau Potable [100%] (المكتب الوطنى للكهرباء والماء الصالح للشرب),Office National de L'Electricite de L'Eau Potable [100%],32.9394,-5.6675,Imezdilfane hydroelectric plant
,,Imezdilfane hydroelectric plant,"Khenifra, Oum Er-Rbia River Basin, Béni Mellal, Khénifra, Morocco","Khenifra, Oum Er-Rbia River Basin, Béni Mellal, Khénifra, Morocco",announced,28,	Office National de L'Electricite de L'Eau Potable [100%] (المكتب الوطنى للكهرباء والماء الصالح للشرب),Office National de L'Electricite de L'Eau Potable [100%],32.9394,-5.6675,Tajemout hydroelectric plant
,,Tajemout hydroelectric plant,"Khenifra, Oum Er-Rbia River Basin, Béni Mellal, Khénifra, Morocco","Khenifra, Oum Er-Rbia River Basin, Béni Mellal, Khénifra, Morocco",announced,38,	Office National de L'Electricite de L'Eau Potable [100%] (المكتب الوطنى للكهرباء والماء الصالح للشرب),Office National de L'Electricite de L'Eau Potable [100%],32.9394,-5.6675,Taskdert hydroelectric plant
